,ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Complain,Response,Amount,TotalPurchases,Age,Years_Since_Registration,Cluster_labels
611,4587,Master,Widow,45006.0,0,0,90,3,0,0,266,12,80,10.499657768651609,High
612,6682,Basic,Married,18978.0,1,0,41,8,0,0,37,5,51,11.178644763860369,Average
613,6222,Graduation,Married,22574.0,2,1,28,7,0,0,37,7,57,10.220396988364135,Average
614,10299,PhD,Single,48240.0,0,0,73,5,0,1,882,25,55,11.34839151266256,Low
615,3083,Graduation,Married,45837.0,1,1,88,7,0,0,373,18,50,10.477754962354553,High
616,8953,Master,Single,35791.0,2,1,94,8,0,0,35,6,59,10.617385352498289,Average
618,8650,Graduation,Widow,54162.0,1,1,31,4,0,0,42,5,46,10.833675564681725,Average
619,10862,Master,Married,30522.0,0,1,6,2,0,0,326,17,64,11.416837782340862,Low
620,2782,PhD,Married,54456.0,0,1,23,6,0,0,404,17,63,10.193018480492814,Low
621,6941,Graduation,Single,31632.0,0,0,92,7,0,0,95,6,53,10.510609171800137,Average
622,10972,Graduation,Widow,72298.0,0,0,52,1,0,0,939,14,75,9.289527720739219,Average
623,10708,2n Cycle,Single,36975.0,1,0,50,7,0,0,33,5,46,10.053388090349076,Average
624,6583,2n Cycle,Married,72635.0,0,0,54,3,0,0,981,21,69,10.86652977412731,Low
625,3641,Graduation,Married,13624.0,1,0,93,6,0,0,36,7,48,10.989733059548255,Low
626,10156,Graduation,Single,84196.0,0,1,56,3,0,0,1237,20,49,10.86652977412731,Average
627,4299,Graduation,Together,70971.0,0,1,28,7,0,1,1825,34,64,11.321013004791238,Low
628,3469,PhD,Divorced,34487.0,1,1,94,9,0,0,103,9,47,11.605749486652977,Low
629,5063,Graduation,Single,28769.0,1,0,76,9,0,0,191,12,47,11.080082135523615,Average
630,10727,PhD,Married,69084.0,1,0,43,8,0,0,1586,25,54,10.160164271047227,Average
631,9624,PhD,Together,65488.0,0,0,46,1,0,0,963,14,66,9.596167008898014,Average
632,5156,2n Cycle,Married,62466.0,0,1,13,4,0,0,889,26,54,10.004106776180699,High
633,4376,2n Cycle,Single,32218.0,0,0,27,7,0,1,93,7,64,9.919233401779604,Average
634,8923,Graduation,Single,83917.0,0,0,12,3,0,1,1587,21,51,10.74880219028063,Low
635,8461,Graduation,Divorced,46102.0,2,1,3,7,0,0,16,4,62,9.289527720739219,Low
636,6945,Graduation,Single,84574.0,0,0,72,5,0,0,1375,32,72,10.781656399726215,Low
637,944,Graduation,Married,56181.0,0,1,6,4,0,0,393,14,62,10.461327857631758,High
638,1907,Master,Divorced,63120.0,0,1,53,7,0,1,1477,26,74,11.301848049281315,Average
639,701,Graduation,Married,73691.0,0,1,58,2,0,0,1179,18,53,10.600958247775496,Low
640,3856,Graduation,Together,63381.0,0,1,78,2,0,0,1005,26,64,11.68788501026694,Low
641,4149,PhD,Together,76140.0,0,0,57,2,0,0,1348,21,76,9.681040383299111,High
642,2131,PhD,Divorced,62859.0,0,1,37,6,0,0,1307,23,65,11.047227926078028,Low
643,2942,Graduation,Single,45906.0,0,1,20,5,0,0,486,15,60,10.535249828884325,High
644,1173,Master,Together,77632.0,0,0,73,2,0,1,2252,13,77,10.288843258042437,High
645,4381,PhD,Married,46463.0,1,1,56,6,0,0,235,17,53,10.414784394250514,High
647,3376,Master,Divorced,55282.0,1,0,9,4,0,0,235,11,54,10.094455852156058,High
648,4679,Master,Married,78710.0,0,1,42,4,0,0,1092,28,47,9.653661875427789,High
649,10928,Graduation,Together,66886.0,0,1,28,5,0,0,599,17,66,10.335386721423683,Low
650,4248,Master,Single,98777.0,0,0,23,1,0,0,2008,19,64,9.91375770020534,Low
651,6728,Graduation,Together,29103.0,1,0,38,9,0,0,48,6,39,11.38945927446954,Low
652,6661,Graduation,Married,67445.0,0,1,63,6,0,0,1174,32,50,11.107460643394935,Average
653,4725,PhD,Together,50616.0,0,1,71,2,0,0,67,7,74,9.763175906913073,Average
654,3277,Graduation,Divorced,49431.0,0,1,9,8,0,0,365,15,69,11.860369609856264,Low
656,2564,Graduation,Together,61278.0,0,1,87,6,0,0,165,10,71,9.796030116358658,Average
657,946,2n Cycle,Together,26490.0,0,0,92,6,0,0,210,11,66,11.318275154004107,Average
658,3867,PhD,Together,73059.0,0,1,36,4,0,0,1095,26,77,10.379192334017796,High
659,6940,PhD,Single,46734.0,1,2,86,6,0,0,223,12,58,10.239561943874058,Average
660,55,Graduation,Together,56253.0,0,1,83,6,0,0,597,22,61,11.515400410677618,Average
661,7093,Graduation,Married,19986.0,1,0,74,7,0,0,22,4,39,10.173853524982889,Average
662,5084,Graduation,Widow,58330.0,0,1,87,4,0,0,1064,24,49,10.061601642710473,Low
663,1777,Basic,Married,25965.0,0,0,29,8,0,0,74,6,44,11.523613963039015,High
664,8162,Master,Together,14661.0,0,0,88,6,0,0,26,5,68,11.041752224503764,Average
665,10826,Graduation,Married,18690.0,0,0,77,8,0,0,60,5,65,11.052703627652292,Average
666,8754,PhD,Together,45068.0,0,1,25,7,0,0,20,4,50,10.67214236824093,Average
667,1987,Basic,Single,21063.0,1,0,34,6,0,0,59,7,37,10.310746064339494,Average
668,11007,PhD,Married,29187.0,1,0,43,8,0,0,34,5,56,10.365503080082135,Average
669,7426,2n Cycle,Married,54690.0,1,1,76,3,0,0,198,12,53,10.518822724161533,Low
670,9153,PhD,Married,59304.0,0,1,81,5,0,0,1048,28,60,10.469541409993155,Low
671,10379,Master,Single,59247.0,0,2,87,6,0,0,574,21,62,10.433949349760438,Low
672,9204,Graduation,Widow,66731.0,0,1,33,3,0,0,1029,17,54,11.104722792607802,High
673,3197,Graduation,Married,77353.0,0,1,38,4,0,0,670,20,44,10.08624229979466,Low
674,2920,PhD,Single,52614.0,0,1,63,8,0,0,990,16,49,12.013689253935661,Low
675,6961,Graduation,Married,26751.0,2,0,26,8,0,0,11,4,50,9.656399726214921,High
676,4673,PhD,Married,81300.0,0,1,17,5,0,1,1241,21,61,11.214236824093087,High
677,9937,Graduation,Single,70337.0,0,0,75,1,0,0,576,17,45,9.957563312799453,Low
678,8779,2n Cycle,Married,36145.0,1,0,13,9,0,1,172,12,39,10.587268993839835,Average
679,9596,PhD,Single,65295.0,0,0,19,2,0,0,664,20,44,10.067077344284737,Average
680,2891,Graduation,Divorced,68118.0,0,1,51,6,0,0,928,23,61,10.247775496235455,Average
681,4910,Graduation,Divorced,68743.0,0,0,81,7,0,0,2074,30,57,11.381245722108146,Average
682,75,2n Cycle,Together,41039.0,0,0,32,8,0,0,467,15,42,10.480492813141684,Average
683,10120,Graduation,Together,38946.0,0,1,84,5,0,0,257,12,69,10.231348391512663,Low
684,6327,Graduation,Together,65777.0,0,0,87,1,0,0,1146,17,57,10.078028747433265,Average
685,10142,PhD,Divorced,66476.0,0,1,99,4,0,0,689,20,48,10.54072553045859,High
686,9826,PhD,Single,86857.0,0,0,96,2,0,1,2114,22,52,11.104722792607802,Low
688,10767,PhD,Together,77845.0,0,0,40,1,0,0,1346,21,35,9.672826830937714,High
689,7279,PhD,Together,69476.0,0,0,3,2,0,0,1044,15,55,10.297056810403832,High
690,7230,PhD,Divorced,50611.0,0,1,98,6,0,1,493,22,64,11.770020533880903,Low
691,143,Graduation,Single,61209.0,0,0,73,2,0,0,957,13,54,10.395619438740589,High
692,450,Master,Together,42315.0,0,1,90,3,0,0,270,12,66,10.11088295687885,Low
693,9316,Basic,Together,13084.0,0,0,29,6,0,0,29,5,72,10.929500342231348,Low
694,6379,Master,Widow,47570.0,1,1,3,7,0,1,121,9,75,10.636550308008214,Average
695,9239,Master,Married,61923.0,0,2,94,3,0,0,126,8,63,10.477754962354553,Average
696,8315,Graduation,Single,34824.0,0,0,65,6,0,0,23,4,29,9.81245722108145,High
697,2868,PhD,Single,26518.0,1,1,33,8,0,1,57,8,75,10.453114305270363,Low
698,10888,Graduation,Single,45938.0,0,0,46,6,0,0,636,20,63,10.85284052019165,Low
699,1277,Graduation,Together,78468.0,0,0,29,4,0,0,1004,28,64,9.36892539356605,Average
700,9977,Graduation,Divorced,78901.0,0,1,99,4,0,0,734,20,51,10.33264887063655,Low
701,10196,Graduation,Married,71427.0,2,0,26,4,0,0,614,20,46,9.122518822724162,High
702,6384,Graduation,Divorced,71022.0,0,1,30,8,0,0,1453,21,46,9.207392197125257,Average
703,8029,Master,Single,90247.0,0,0,27,1,0,1,1621,15,36,9.71937029431896,High
704,968,Master,Divorced,41335.0,1,0,24,7,0,0,187,12,56,10.05886379192334,Low
705,6988,Graduation,Married,71952.0,1,0,93,4,0,0,1443,22,38,10.294318959616701,Average
706,4472,PhD,Divorced,35682.0,1,0,34,2,0,0,57,6,54,9.557837097878165,Average
707,6991,Graduation,Divorced,43185.0,0,1,88,8,0,0,637,20,73,10.286105407255304,Low
708,3336,PhD,Together,66375.0,0,1,96,7,0,0,948,14,76,10.154688569472963,Average
709,4301,Master,Married,35178.0,1,0,10,7,0,1,59,5,53,10.294318959616701,High
710,1940,Graduation,Married,25252.0,1,0,26,8,0,0,18,4,38,10.11088295687885,Low
711,1272,Master,Single,55250.0,0,1,49,5,0,0,903,26,59,11.238877481177276,Average
712,1388,Graduation,Single,33249.0,1,0,11,6,0,0,112,8,49,10.904859685147159,Low
713,1044,Graduation,Together,58398.0,0,0,44,4,0,0,596,20,71,10.677618069815194,Average
714,6969,Graduation,Together,50272.0,1,0,75,7,0,0,233,13,42,10.52703627652293,Average
715,10479,PhD,Married,76618.0,0,0,64,1,0,0,1511,11,49,11.515400410677618,Average
716,3619,2n Cycle,Divorced,87305.0,0,0,19,2,0,1,1152,17,64,11.315537303216974,Average
717,1715,Graduation,Together,25851.0,1,0,45,7,0,0,48,7,46,10.206707734428473,High
718,10159,Graduation,Divorced,58710.0,0,1,77,6,0,0,1185,31,54,10.798083504449007,Low
719,1463,Graduation,Single,45160.0,1,1,9,7,0,0,21,4,66,9.804243668720055,Average
720,5114,Master,Married,74806.0,0,1,1,4,0,0,965,16,59,11.077344284736482,High
721,4990,Graduation,Married,59111.0,0,0,90,7,0,0,869,21,70,10.94592744695414,Low
722,4329,PhD,Married,18988.0,1,0,43,7,0,0,16,6,40,9.653661875427789,High
723,10936,Graduation,Married,72190.0,0,0,79,3,0,0,1947,16,59,10.924024640657084,Average
724,4692,Graduation,Married,7500.0,1,0,19,9,0,1,71,12,48,12.02464065708419,Average
725,7212,Graduation,Married,44794.0,0,1,99,6,0,0,65,6,58,9.44832306639288,High
726,6086,Graduation,Married,80395.0,0,0,62,2,0,0,1380,24,69,10.149212867898699,Average
727,437,Master,Divorced,75012.0,0,0,41,1,0,0,1027,23,48,9.976728268309378,High
728,11171,Master,Married,56962.0,2,1,60,7,0,0,411,21,59,10.184804928131417,Average
729,11101,Graduation,Together,89891.0,0,0,17,4,0,0,836,26,33,10.757015742642025,Average
730,5329,PhD,Divorced,35946.0,1,1,24,5,0,0,11,4,75,10.30527036276523,Low
731,610,PhD,Together,53593.0,1,1,60,8,0,0,480,23,71,11.526351813826146,Low
732,9384,Graduation,Married,66373.0,1,1,57,3,0,0,606,23,46,10.113620807665983,Average
733,5956,PhD,Divorced,45072.0,1,2,74,8,0,0,284,16,76,10.25325119780972,Average
734,10430,Graduation,Divorced,89694.0,1,1,22,5,0,0,1472,14,51,10.351813826146476,Average
735,7875,Graduation,Married,72025.0,0,0,46,2,0,1,1677,26,75,9.71937029431896,Low
736,7072,Graduation,Married,67432.0,0,1,69,4,0,0,1335,19,51,10.803559206023271,Low
737,6255,Master,Together,70545.0,0,1,29,2,0,0,334,13,72,9.867214236824093,Low
738,6516,Basic,Married,17487.0,1,0,37,7,0,0,18,4,35,10.833675564681725,High
739,5564,Graduation,Together,62882.0,0,1,26,4,0,0,1338,20,55,11.356605065023956,High
740,5682,PhD,Single,64108.0,0,1,8,5,0,0,1099,30,71,10.819986310746064,Average
741,7458,Master,Together,34941.0,1,1,26,8,0,0,97,8,68,10.622861054072553,Average
742,5237,PhD,Single,48767.0,1,2,79,5,0,0,63,9,74,10.042436687200547,High
743,7761,2n Cycle,Together,38702.0,1,0,71,6,0,0,109,9,46,11.02258726899384,Average
744,5278,Graduation,Married,82224.0,0,0,83,3,0,0,902,21,60,9.976728268309378,Low
745,3560,Graduation,Together,83844.0,0,0,57,1,0,0,1574,20,72,10.116358658453114,Average
746,7235,2n Cycle,Married,17003.0,1,0,37,5,0,0,38,9,49,10.346338124572211,Average
747,10548,Graduation,Single,71163.0,0,0,30,1,0,0,960,24,29,9.371663244353183,Low
748,2281,Graduation,Single,33697.0,1,0,34,7,0,0,28,4,54,10.338124572210814,Low
749,4073,2n Cycle,Married,63564.0,0,0,0,6,0,1,1215,28,70,9.96577686516085,Average
750,6974,PhD,Together,83443.0,0,0,89,2,0,0,1497,22,52,10.04517453798768,Average
751,7938,PhD,Together,51518.0,0,1,92,3,0,0,449,17,66,10.855578370978781,Low
752,7094,Graduation,Widow,58330.0,0,1,87,4,0,0,1064,24,49,10.061601642710473,High
753,3667,Graduation,Married,80952.0,0,0,20,8,0,1,1757,25,55,10.882956878850102,High
754,7723,Graduation,Together,75507.0,0,0,56,3,0,0,1440,21,45,9.946611909650924,Low
755,3870,2n Cycle,Together,63855.0,0,0,28,4,0,0,1006,24,46,10.373716632443532,Low
756,4012,PhD,Together,62220.0,0,1,55,6,0,1,1226,23,52,11.189596167008897,Average
757,5909,Graduation,Married,58512.0,0,1,25,8,0,0,1171,20,60,10.327173169062286,Low
758,10470,Master,Married,40662.0,1,0,0,4,0,0,92,8,45,10.841889117043122,Average
759,6488,PhD,Married,38829.0,0,1,86,5,0,0,99,8,65,9.620807665982204,Average
760,10270,2n Cycle,Married,35523.0,1,0,8,7,0,0,66,8,43,10.855578370978781,High
761,6887,Graduation,Single,79146.0,1,1,33,6,0,0,564,19,57,9.73305954825462,High
762,6406,Master,Married,78285.0,0,0,13,3,0,0,1427,21,36,10.220396988364135,High
763,7573,PhD,Single,31626.0,1,0,12,7,0,1,86,6,46,10.283367556468173,High
764,4508,Graduation,Single,75127.0,0,0,92,1,0,0,833,19,72,9.656399726214921,High
765,221,Graduation,Married,48726.0,0,1,90,6,0,0,242,12,69,10.72416153319644,High
766,5331,Graduation,Married,74985.0,0,0,8,2,0,0,1869,17,47,11.186858316221766,Low
767,1911,Graduation,Together,67430.0,0,0,6,6,0,0,1364,29,37,11.690622861054072,Low
768,20,2n Cycle,Married,46891.0,0,1,91,4,0,0,183,8,59,11.019849418206707,Low
769,8786,Master,Married,62058.0,0,1,52,6,0,0,450,18,68,10.64476386036961,Low
770,10582,Graduation,Married,72063.0,0,1,3,2,0,0,758,21,45,10.863791923340179,Average
771,1915,PhD,Married,78939.0,0,0,57,3,0,0,1507,20,73,10.097193702943189,High
772,8897,Graduation,Single,42720.0,1,1,9,8,0,1,654,25,59,10.732375085557837,Low
773,2371,Graduation,Married,33622.0,1,1,22,7,0,0,81,9,52,10.76249144421629,Low
774,4303,PhD,Together,6835.0,0,1,76,20,0,0,137,1,67,11.430527036276523,Low
775,6825,Graduation,Together,41452.0,1,1,86,7,0,0,16,4,71,10.622861054072553,Average
776,1072,PhD,Single,40760.0,0,1,64,6,0,0,93,8,59,10.381930184804927,Low
777,4964,PhD,Together,74250.0,0,0,90,1,0,0,1158,18,66,9.973990417522245,Average
778,2461,Master,Single,51124.0,1,1,79,3,0,0,43,6,69,10.080766598220396,High
779,10736,Graduation,Single,72258.0,0,1,28,2,0,0,1525,22,53,10.105407255304586,Low
780,3194,PhD,Single,71466.0,0,0,86,1,0,0,1230,19,50,9.705681040383299,Low
781,10839,Graduation,Together,36283.0,1,1,42,4,0,0,29,6,48,9.760438056125942,High
782,49,Graduation,Single,20587.0,1,0,39,7,0,0,25,5,54,9.19917864476386,Average
783,4290,Graduation,Married,30467.0,1,0,8,7,0,0,24,4,52,9.831622176591376,Low
784,10219,Graduation,Together,31590.0,1,0,40,8,0,0,38,5,52,10.581793292265571,Low
785,4211,Basic,Married,20425.0,1,0,5,7,0,0,57,7,38,11.21697467488022,Low
786,1135,Master,Together,17144.0,1,1,96,7,0,0,47,12,64,9.919233401779604,Low
787,6299,PhD,Divorced,42564.0,0,1,28,7,0,1,813,24,56,10.956878850102669,Low
788,10846,Master,Married,43783.0,1,0,22,7,0,0,629,22,46,9.637234770704996,Average
789,347,Graduation,Divorced,40780.0,0,1,30,9,0,0,377,17,48,11.43874058863792,High
790,6543,Master,Together,62847.0,0,0,45,2,0,0,1612,14,79,11.003422313483915,High
791,10446,PhD,Married,82017.0,0,0,58,2,0,1,729,17,67,11.51813826146475,Average
792,3479,Graduation,Single,16813.0,0,0,49,7,0,0,50,6,74,10.496919917864476,Low
793,11075,Graduation,Married,51267.0,1,1,37,4,0,0,270,15,46,10.217659137577002,Average
794,4442,Graduation,Single,46524.0,0,1,70,3,0,0,177,9,63,10.704996577686517,Average
795,199,Master,Single,45183.0,0,0,33,7,0,0,315,13,62,10.989733059548255,High
796,6722,PhD,Married,70421.0,0,1,98,6,0,0,767,23,70,9.555099247091034,High
797,796,2n Cycle,Divorced,60161.0,0,1,17,8,0,0,1071,26,59,11.233401779603012,Average
798,3749,Graduation,Together,73926.0,0,0,54,3,0,0,1580,24,51,10.951403148528405,High
799,8523,Graduation,Married,19329.0,1,0,39,8,0,0,60,10,56,10.091718001368925,Average
800,310,Master,Married,61872.0,0,1,81,4,0,0,573,21,54,10.094455852156058,High
801,8629,Graduation,Widow,46984.0,1,1,71,5,0,0,41,5,68,10.811772758384668,Low
802,236,Graduation,Married,34838.0,1,1,62,6,0,0,170,10,73,10.992470910335387,High
803,9930,PhD,Single,82716.0,0,0,8,2,0,0,1167,28,80,10.685831622176591,Average
804,3483,Graduation,Married,48192.0,0,0,76,8,0,1,1526,25,66,10.620123203285422,Average
805,4599,Master,Married,49681.0,0,2,66,7,0,0,458,21,48,10.767967145790555,Average
806,7326,Master,Married,56850.0,0,1,83,2,0,0,63,6,53,9.820670773442847,High
807,7352,Graduation,Married,55267.0,0,1,28,3,0,0,405,17,67,10.239561943874058,Average
808,2350,Graduation,Married,59666.0,1,1,87,8,0,0,1027,20,52,10.822724161533197,High
809,9145,Graduation,Single,72504.0,0,1,43,2,0,0,1478,22,52,10.620123203285422,Low
810,2964,Graduation,Married,26872.0,0,0,0,6,0,0,72,5,43,10.25325119780972,Low
811,5585,Graduation,Single,21359.0,1,0,1,8,0,1,48,7,52,10.743326488706366,Low
812,9687,Graduation,Single,73170.0,0,0,1,2,0,0,726,16,49,9.631759069130732,High
813,3732,Master,Married,52750.0,0,1,72,4,0,0,860,27,69,10.792607802874743,High
814,6303,PhD,Together,91820.0,0,0,72,1,0,0,1497,22,38,10.149212867898699,Average
815,11176,PhD,Together,65968.0,0,1,12,3,0,0,495,18,54,9.117043121149898,Low
816,2986,Graduation,Married,30772.0,1,1,89,6,0,0,20,4,48,9.122518822724162,Average
817,7462,Graduation,Single,22507.0,0,0,67,9,0,0,570,19,70,11.145790554414784,Low
818,3900,Graduation,Married,65685.0,0,1,54,5,0,0,769,21,52,9.804243668720055,Low
819,7034,2n Cycle,Married,25804.0,1,0,34,8,0,0,55,7,46,11.019849418206707,High
820,9493,PhD,Single,76412.0,0,0,15,3,0,1,1808,18,44,10.702258726899384,Low
821,1143,Graduation,Married,22063.0,1,0,43,7,0,0,55,7,52,10.442162902121835,High
822,1,Graduation,Single,57091.0,0,0,0,5,0,1,577,18,63,9.59069130732375,High
823,3855,Graduation,Married,22419.0,0,0,74,8,0,0,162,8,61,10.74880219028063,Average
824,5536,Graduation,Together,87771.0,0,1,61,6,0,1,1957,20,65,10.655715263518138,Average
825,5989,2n Cycle,Divorced,78353.0,0,1,51,8,0,0,1576,24,65,10.754277891854894,Low
826,9499,Graduation,Married,93404.0,1,2,97,5,0,0,1616,17,70,10.535249828884325,Low
827,6768,Graduation,Divorced,37859.0,1,2,75,8,0,0,36,6,62,10.127310061601642,Low
828,2150,PhD,Widow,80995.0,0,1,83,4,0,0,1482,22,66,10.198494182067078,High
829,6646,Graduation,Together,16529.0,1,0,23,6,0,0,22,5,40,10.036960985626283,Low
830,4887,PhD,Divorced,55412.0,1,1,65,5,0,0,63,6,48,10.151950718685832,Average
831,8560,Graduation,Single,48789.0,0,0,94,6,0,0,680,18,32,11.271731690622861,Average
832,3321,PhD,Together,56575.0,0,2,42,5,0,0,542,20,57,10.702258726899384,High
833,11003,2n Cycle,Together,25130.0,1,0,10,7,0,0,50,7,44,10.932238193018481,Low
834,10402,Graduation,Married,35441.0,1,1,94,8,0,0,39,6,57,10.921286789869953,Low
835,9904,Graduation,Married,71391.0,0,1,50,3,0,0,1043,28,68,10.803559206023271,High
836,6141,Master,Single,49494.0,1,0,46,7,0,0,385,14,52,10.729637234770705,Low
837,5687,Graduation,Divorced,81702.0,0,0,98,3,0,0,1633,27,44,11.315537303216974,High
838,10856,2n Cycle,Single,45889.0,0,1,42,6,0,0,46,5,44,10.940451745379876,Average
839,5121,Graduation,Single,56628.0,0,1,30,5,0,0,761,20,47,9.826146475017111,High
840,4186,Graduation,Together,34026.0,1,1,11,5,0,0,76,9,74,10.694045174537989,Low
841,368,Graduation,Married,40049.0,0,1,61,5,0,0,290,14,50,11.132101300479125,High
842,3312,Graduation,Single,34176.0,1,0,12,6,0,0,89,11,36,9.117043121149898,High
843,11121,Graduation,Married,19419.0,1,0,76,9,0,0,70,11,43,11.266255989048597,Low
844,5332,2n Cycle,Married,82504.0,0,0,2,1,0,0,1066,17,64,10.47501711156742,Low
845,5848,Graduation,Together,81205.0,0,0,43,2,0,1,2009,19,54,10.009582477754963,Low
846,10343,2n Cycle,Single,61618.0,0,0,27,3,0,0,1345,19,33,11.299110198494182,High
847,5935,Master,Single,55284.0,0,1,60,5,0,0,764,23,68,11.063655030800822,Low
848,2895,Graduation,Single,49980.0,0,1,79,5,0,0,195,11,61,10.234086242299794,High
849,10262,Graduation,Married,15072.0,2,0,96,5,0,0,53,11,44,10.283367556468173,Average
850,7848,Graduation,Single,49166.0,0,1,17,6,0,0,368,13,50,10.595482546201232,Low
851,9477,PhD,Married,65324.0,0,1,0,4,0,0,544,20,70,9.210130047912388,High
852,4856,2n Cycle,Married,82347.0,0,0,38,3,0,0,1853,25,67,11.600273785078713,Low
853,7186,PhD,Together,30843.0,1,1,43,5,0,0,35,6,58,9.645448323066393,Low
854,5794,PhD,Married,46374.0,0,1,1,8,0,1,446,18,50,9.83709787816564,Average
855,1456,Graduation,Single,60474.0,0,1,25,7,0,0,1180,31,45,11.033538672142368,Low
856,4877,Master,Married,38576.0,0,1,2,7,0,0,41,5,51,9.790554414784394,Low
857,425,Graduation,Married,55357.0,2,0,66,5,0,0,727,22,39,10.907597535934292,Average
858,3007,Graduation,Together,37758.0,1,1,49,8,0,0,40,6,58,11.770020533880903,High
859,1031,2n Cycle,Married,85710.0,0,0,5,2,0,0,1062,26,35,10.702258726899384,High
860,4297,Graduation,Together,23228.0,1,0,71,8,0,0,40,7,55,9.973990417522245,High
861,807,Master,Together,44602.0,1,1,35,8,0,0,292,17,55,9.919233401779604,High
862,9553,Graduation,Married,7500.0,0,0,94,6,0,0,15,4,37,10.376454483230663,Low
863,4271,2n Cycle,Together,38683.0,1,0,80,7,0,0,341,17,35,11.770020533880903,Average
864,4120,2n Cycle,Single,49514.0,1,0,61,7,0,0,369,13,49,10.08350444900753,Average
865,2036,PhD,Together,57906.0,0,1,29,4,0,0,401,17,51,10.195756331279945,Low
866,115,Master,Single,43456.0,0,1,0,5,0,0,393,17,58,10.811772758384668,Low
867,4259,Master,Single,19485.0,2,0,80,7,0,0,10,4,38,10.313483915126625,Low
868,8687,Graduation,Together,53172.0,0,1,54,3,0,0,486,16,46,10.617385352498289,Average
869,2447,Graduation,Together,30545.0,1,0,71,7,0,0,69,7,45,11.249828884325805,High
870,10140,PhD,Together,70123.0,0,0,27,3,0,0,1727,17,41,10.302532511978097,Low
871,9353,Graduation,Single,62450.0,0,1,61,3,0,0,995,16,65,9.6290212183436,Average
872,3623,Graduation,Together,21675.0,1,0,55,7,0,0,45,10,48,9.196440793976729,High
873,738,2n Cycle,Single,42395.0,1,1,35,7,0,0,182,12,43,9.787816563997263,Low
874,7631,Master,Together,61346.0,1,0,34,3,0,0,989,23,46,10.603696098562628,Low
875,4789,Graduation,Together,80812.0,0,0,95,2,0,0,1677,18,71,10.33264887063655,Average
876,773,Master,Divorced,42835.0,1,1,64,6,0,0,595,23,53,10.548939082819986,Average
877,10602,Graduation,Married,39922.0,1,0,30,8,0,0,156,9,41,10.921286789869953,High
878,1446,Master,Single,86424.0,0,0,12,1,0,0,1226,28,68,9.705681040383299,High
879,3270,2n Cycle,Together,17117.0,1,0,96,9,0,0,128,11,46,10.99794661190965,Average
880,8443,Graduation,Single,24762.0,1,0,16,8,0,1,86,9,52,9.292265571526352,Low
881,9653,Graduation,Married,35797.0,0,1,16,8,0,0,68,7,49,11.252566735112936,Average
882,8916,Graduation,Divorced,36627.0,2,0,78,5,0,0,16,4,49,10.485968514715948,Low
883,8017,2n Cycle,Married,51111.0,1,1,83,6,0,0,55,7,43,9.579739904175222,Low
884,5830,PhD,Single,86857.0,0,0,96,2,0,1,2114,22,52,11.104722792607802,Average
885,4597,PhD,Together,82072.0,0,0,67,1,0,0,2018,19,54,10.940451745379876,Average
886,7023,PhD,Single,46231.0,2,1,87,9,0,0,263,15,71,11.14031485284052,Low
887,8086,Graduation,Married,42243.0,1,1,34,7,0,0,55,7,65,10.179329226557153,Low
888,8825,Graduation,Together,51195.0,1,1,46,8,0,0,564,24,62,11.033538672142368,Low
889,2930,Master,Single,68092.0,0,0,7,5,0,0,1281,20,46,10.08624229979466,Average
890,1928,Graduation,Married,31814.0,1,0,73,9,0,0,83,7,51,10.373716632443532,Average
891,7108,Master,Widow,51390.0,1,1,54,5,0,0,353,18,59,11.43874058863792,Low
892,10925,Graduation,Married,76630.0,0,0,93,1,0,0,1003,25,41,10.00684462696783,High
893,9960,Basic,Single,26868.0,1,0,52,7,0,0,14,4,33,9.716632443531827,Average
894,8800,PhD,Divorced,48948.0,0,0,53,6,0,1,902,24,81,11.039014373716633,Low
895,9224,PhD,Single,55260.0,0,1,81,6,0,0,1139,25,52,11.096509240246407,Average
896,5519,Graduation,Together,64090.0,0,1,8,5,0,1,797,20,68,10.52703627652293,Average
897,5046,Graduation,Divorced,78331.0,0,1,97,4,0,0,1638,25,66,9.982203969883642,Low
898,7037,PhD,Married,37087.0,1,0,50,6,0,0,401,17,50,10.190280629705681,Average
899,905,Graduation,Divorced,21846.0,1,0,38,8,0,0,84,11,38,10.236824093086927,Low
900,8624,Graduation,Married,81320.0,0,0,61,2,0,0,928,18,66,10.625598904859686,Average
901,8945,Graduation,Divorced,54137.0,0,1,46,6,0,0,203,11,54,10.420260095824778,Low
902,6445,Graduation,Together,66825.0,0,0,73,2,0,0,858,16,57,10.510609171800137,High
903,2727,Graduation,Together,57100.0,0,0,19,3,0,0,409,13,51,10.765229295003422,Average
904,6404,Graduation,Together,58917.0,1,2,10,5,0,0,282,16,55,10.817248459958932,High
905,11074,Graduation,Single,85072.0,0,0,94,0,0,0,1423,18,47,9.36892539356605,Average
906,10150,Graduation,Single,86429.0,0,0,10,2,0,1,1449,18,63,10.154688569472963,Average
907,1968,Graduation,Widow,45684.0,1,0,37,7,0,0,28,4,53,10.926762491444217,Average
908,6534,Graduation,Together,47889.0,1,0,94,5,0,0,67,6,50,9.796030116358658,Average
909,9485,PhD,Married,45921.0,0,0,23,4,0,0,199,10,38,9.289527720739219,Average
910,7053,PhD,Single,78420.0,0,0,75,1,0,0,1453,22,58,10.55167693360712,Low
